Year,Ranking,Series,"NIPA Table 2.9, Line Number",Quantile or Summary Metric,Value
2009,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,10-20%,0.0297
2009,Equivalized Disposable Personal Income,Household income,22,10-20%,0.0367
2009,Equivalized Disposable Personal Income,Personal income,1,10-20%,0.0363
2009,Equivalized Disposable Personal Income,Taxes,12,10-20%,0.0078
2009,Equivalized Disposable Personal Income,Disposable personal income,13,10-20%,0.0393
2009,Equivalized Disposable Personal Income,Compensation of employees,23,20-30%,0.0364
2009,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,20-30%,0.008
2009,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,20-30%,0.049
2009,Equivalized Disposable Personal Income,Household income receipts on assets,26,20-30%,0.0138
2009,Equivalized Disposable Personal Income,Household interest income,27,20-30%,0.0153
2009,Equivalized Disposable Personal Income,Household dividend income,28,20-30%,0.0102
2009,Equivalized Disposable Personal Income,Household current transfer receipts,29,20-30%,0.1158
2009,Equivalized Disposable Personal Income,Government social benefits,30,20-30%,0.1187
2009,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,20-30%,0.0451
2009,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,20-30%,0.0621
2009,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,20-30%,0.0374
2009,Equivalized Disposable Personal Income,Household income,22,20-30%,0.0455
2009,Equivalized Disposable Personal Income,Personal income,1,20-30%,0.0454
2009,Equivalized Disposable Personal Income,Taxes,12,20-30%,0.0121
2009,Equivalized Disposable Personal Income,Disposable personal income,13,20-30%,0.0489
2009,Equivalized Disposable Personal Income,Compensation of employees,23,30-40%,0.0469
2009,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,30-40%,0.0109
2009,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,30-40%,0.0599
2009,Equivalized Disposable Personal Income,Household income receipts on assets,26,30-40%,0.0217
2009,Equivalized Disposable Personal Income,Household interest income,27,30-40%,0.0243
2009,Equivalized Disposable Personal Income,Household dividend income,28,30-40%,0.016
2009,Equivalized Disposable Personal Income,Household current transfer receipts,29,30-40%,0.1232
2009,Equivalized Disposable Personal Income,Government social benefits,30,30-40%,0.1264
2009,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,30-40%,0.0542
2009,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,30-40%,0.0593
2009,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,30-40%,0.0478
2009,Equivalized Disposable Personal Income,Household income,22,30-40%,0.0545
2009,Equivalized Disposable Personal Income,Personal income,1,30-40%,0.0545
2009,Equivalized Disposable Personal Income,Taxes,12,30-40%,0.0184
2009,Equivalized Disposable Personal Income,Disposable personal income,13,30-40%,0.0583
2009,Equivalized Disposable Personal Income,Compensation of employees,23,40-50%,0.0607
2009,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,40-50%,0.0213
2009,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,40-50%,0.0688
2009,Equivalized Disposable Personal Income,Household income receipts on assets,26,40-50%,0.0312
2009,Equivalized Disposable Personal Income,Household interest income,27,40-50%,0.0341
2009,Equivalized Disposable Personal Income,Household dividend income,28,40-50%,0.0248
2009,Equivalized Disposable Personal Income,Household current transfer receipts,29,40-50%,0.124
2009,Equivalized Disposable Personal Income,Government social benefits,30,40-50%,0.1268
2009,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,40-50%,0.0646
2009,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,40-50%,0.0682
2009,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,40-50%,0.0626
2009,Equivalized Disposable Personal Income,Household income,22,40-50%,0.0648
2009,Equivalized Disposable Personal Income,Personal income,1,40-50%,0.0648
2009,Equivalized Disposable Personal Income,Taxes,12,40-50%,0.0283
2009,Equivalized Disposable Personal Income,Disposable personal income,13,40-50%,0.0686
2009,Equivalized Disposable Personal Income,Compensation of employees,23,50-60%,0.0789
2009,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,50-60%,0.0316
2009,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,50-60%,0.0811
2009,Equivalized Disposable Personal Income,Household income receipts on assets,26,50-60%,0.0453
2009,Equivalized Disposable Personal Income,Household interest income,27,50-60%,0.0484
2009,Equivalized Disposable Personal Income,Household dividend income,28,50-60%,0.0383
2009,Equivalized Disposable Personal Income,Household current transfer receipts,29,50-60%,0.114
2009,Equivalized Disposable Personal Income,Government social benefits,30,50-60%,0.116
2009,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,50-60%,0.0763
2009,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,50-60%,0.0717
2009,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,50-60%,0.0817
2009,Equivalized Disposable Personal Income,Household income,22,50-60%,0.0765
2009,Equivalized Disposable Personal Income,Personal income,1,50-60%,0.0765
2009,Equivalized Disposable Personal Income,Taxes,12,50-60%,0.0432
2009,Equivalized Disposable Personal Income,Disposable personal income,13,50-60%,0.08
2009,Equivalized Disposable Personal Income,Compensation of employees,23,60-70%,0.1085
2009,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,60-70%,0.0398
2009,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,60-70%,0.0936
2009,Equivalized Disposable Personal Income,Household income receipts on assets,26,60-70%,0.0642
2009,Equivalized Disposable Personal Income,Household interest income,27,60-70%,0.0686
2009,Equivalized Disposable Personal Income,Household dividend income,28,60-70%,0.054
2009,Equivalized Disposable Personal Income,Household current transfer receipts,29,60-70%,0.1003
2009,Equivalized Disposable Personal Income,Government social benefits,30,60-70%,0.1003
2009,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,60-70%,0.0944
2009,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,60-70%,0.1022
2009,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,60-70%,0.1117
2009,Equivalized Disposable Personal Income,Household income,22,60-70%,0.0944
2009,Equivalized Disposable Personal Income,Personal income,1,60-70%,0.0943
2009,Equivalized Disposable Personal Income,Taxes,12,60-70%,0.0681
2009,Equivalized Disposable Personal Income,Disposable personal income,13,60-70%,0.0971
2009,Equivalized Disposable Personal Income,Compensation of employees,23,70-80%,0.139
2009,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,70-80%,0.0617
2009,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,70-80%,0.1161
2009,Equivalized Disposable Personal Income,Household income receipts on assets,26,70-80%,0.0911
2009,Equivalized Disposable Personal Income,Household interest income,27,70-80%,0.0954
2009,Equivalized Disposable Personal Income,Household dividend income,28,70-80%,0.0811
2009,Equivalized Disposable Personal Income,Household current transfer receipts,29,70-80%,0.0887
2009,Equivalized Disposable Personal Income,Government social benefits,30,70-80%,0.0881
2009,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,70-80%,0.1157
2009,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,70-80%,0.0938
2009,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,70-80%,0.1441
2009,Equivalized Disposable Personal Income,Household income,22,70-80%,0.1156
2009,Equivalized Disposable Personal Income,Personal income,1,70-80%,0.1158
2009,Equivalized Disposable Personal Income,Taxes,12,70-80%,0.1032
2009,Equivalized Disposable Personal Income,Disposable personal income,13,70-80%,0.1171
2009,Equivalized Disposable Personal Income,Compensation of employees,23,80-90%,0.181
2009,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,80-90%,0.1103
2009,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,80-90%,0.147
2009,Equivalized Disposable Personal Income,Household income receipts on assets,26,80-90%,0.1389
2009,Equivalized Disposable Personal Income,Household interest income,27,80-90%,0.142
2009,Equivalized Disposable Personal Income,Household dividend income,28,80-90%,0.1316
2009,Equivalized Disposable Personal Income,Household current transfer receipts,29,80-90%,0.0826
2009,Equivalized Disposable Personal Income,Government social benefits,30,80-90%,0.0801
2009,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,80-90%,0.1501
2009,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,80-90%,0.1276
2009,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,80-90%,0.1887
2009,Equivalized Disposable Personal Income,Household income,22,80-90%,0.1498
2009,Equivalized Disposable Personal Income,Personal income,1,80-90%,0.1499
2009,Equivalized Disposable Personal Income,Taxes,12,80-90%,0.1588
2009,Equivalized Disposable Personal Income,Disposable personal income,13,80-90%,0.149
2009,Equivalized Disposable Personal Income,Compensation of employees,23,90-100%,0.3092
2009,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,90-100%,0.7144
2009,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,90-100%,0.333
2009,Equivalized Disposable Personal Income,Household income receipts on assets,26,90-100%,0.5769
2009,Equivalized Disposable Personal Income,Household interest income,27,90-100%,0.552
2009,Equivalized Disposable Personal Income,Household dividend income,28,90-100%,0.6339
2009,Equivalized Disposable Personal Income,Household current transfer receipts,29,90-100%,0.0915
2009,Equivalized Disposable Personal Income,Government social benefits,30,90-100%,0.0854
2009,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,90-100%,0.3454
2009,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,90-100%,0.1705
2009,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,90-100%,0.2848
2009,Equivalized Disposable Personal Income,Household income,22,90-100%,0.3438
2009,Equivalized Disposable Personal Income,Personal income,1,90-100%,0.3449
2009,Equivalized Disposable Personal Income,Taxes,12,90-100%,0.5577
2009,Equivalized Disposable Personal Income,Disposable personal income,13,90-100%,0.3224
2009,Equivalized Household Income,Household Income,22,Mean (Nominal),102627.61
2009,Equivalized Household Income,Household Income,22,Mean ($2017),115414.37
2009,Equivalized Household Income,Household Income,22,Median (Nominal),71433.35
2009,Equivalized Household Income,Household Income,22,Median ($2017),80333.5
2009,Equivalized Household Income,Household Income,22,0-20%,0.0543
2009,Equivalized Household Income,Household Income,22,20-40%,0.0994
2009,Equivalized Household Income,Household Income,22,40-60%,0.1415
2009,Equivalized Household Income,Household Income,22,60-80%,0.2101
2009,Equivalized Household Income,Household Income,22,80-100%,0.4947
2009,Equivalized Household Income,Household Income,22,Top 1%,0.12
2009,Equivalized Household Income,Household Income,22,Top 5%,0.244
2009,Equivalized Household Income,Household Income,22,Bottom 5%,0.0053
2009,Equivalized Household Income,Household Income,22,Equivalied 90/10 Ratio,5.73
2009,Equivalized Household Income,Household Income,22,Equivalied 80/20 Ratio,3.05
2009,Equivalized Household Income,Household Income,22,Equivalied Gini,0.436
2009,Equivalized Personal Income,Personal income,1,Mean (Nominal),102653.4
2009,Equivalized Personal Income,Personal income,1,Mean ($2017),115443.37
2009,Equivalized Personal Income,Personal income,1,Median (Nominal),71478.96
2009,Equivalized Personal Income,Personal income,1,Median ($2017),80384.79
2009,Equivalized Personal Income,Personal income,1,0-20%,0.0539
2009,Equivalized Personal Income,Personal income,1,20-40%,0.0995
2009,Equivalized Personal Income,Personal income,1,40-60%,0.1416
2009,Equivalized Personal Income,Personal income,1,60-80%,0.21
2009,Equivalized Personal Income,Personal income,1,80-100%,0.4949
2009,Equivalized Personal Income,Personal income,1,Top 1%,0.1207
2009,Equivalized Personal Income,Personal income,1,Top 5%,0.2445
2009,Equivalized Personal Income,Personal income,1,Bottom 5%,0.0051
2009,Equivalized Personal Income,Personal income,1,Equivalied 90/10 Ratio,5.74
2009,Equivalized Personal Income,Personal income,1,Equivalied 80/20 Ratio,3.06
2009,Equivalized Personal Income,Personal income,1,Equivalied Gini,0.437
2009,Equivalized Disposable Personal Income,Disposable personal income,13,Mean (Nominal),92849.1
2009,Equivalized Disposable Personal Income,Disposable personal income,13,Mean ($2017),104417.52
2009,Equivalized Disposable Personal Income,Disposable personal income,13,Median (Nominal),67908.36
2009,Equivalized Disposable Personal Income,Disposable personal income,13,Median ($2017),76369.32
2009,Equivalized Disposable Personal Income,Disposable personal income,13,0-20%,0.0586
2009,Equivalized Disposable Personal Income,Disposable personal income,13,20-40%,0.1072
2009,Equivalized Disposable Personal Income,Disposable personal income,13,40-60%,0.1486
2009,Equivalized Disposable Personal Income,Disposable personal income,13,60-80%,0.2142
2009,Equivalized Disposable Personal Income,Disposable personal income,13,80-100%,0.4714
2009,Equivalized Disposable Personal Income,Disposable personal income,13,Top 1%,0.1075
2009,Equivalized Disposable Personal Income,Disposable personal income,13,Top 5%,0.2247
2009,Equivalized Disposable Personal Income,Disposable personal income,13,Bottom 5%,0.0056
2009,Equivalized Disposable Personal Income,Disposable personal income,13,Equivalied 90/10 Ratio,5.19
2009,Equivalized Disposable Personal Income,Disposable personal income,13,Equivalied 80/20 Ratio,2.83
2009,Equivalized Disposable Personal Income,Disposable personal income,13,Equivalied Gini,0.408
2010,None,Compensation of employees,23,Total ($Billions),7925
2010,None,Proprietors' income with inventory valuation,24,Total ($Billions),1109
2010,None,Rental income of households with capital consumption adjustment,25,Total ($Billions),427
2010,None,Household income receipts on assets,26,Total ($Billions),1710
2010,None,Household interest income,27,Total ($Billions),1193
2010,None,Household dividend income,28,Total ($Billions),517
2010,None,Household current transfer receipts,29,Total ($Billions),2367
2010,None,Government social benefits,30,Total ($Billions),2260
2010,None,Household current transfer receipts from business (net),31,Total ($Billions),28
2010,None,Household current transfer receipts from nonprofit institutions,32,Total ($Billions),79
2010,None,"Contributions for government social insurance, domestic",33,Total ($Billions),984
2010,None,Household income,22,Total ($Billions),12554
2010,None,Personal income,1,Total ($Billions),12557
2010,None,Taxes,12,Total ($Billions),1238
2010,None,Disposable personal income,13,Total ($Billions),11319
2010,None,Compensation of employees,23,Total ($Billions),7925
2010,None,Proprietors' income with inventory valuation,24,Total ($Billions),1109
2010,None,Rental income of households with capital consumption adjustment,25,Total ($Billions),427
2010,None,Household income receipts on assets,26,Total ($Billions),1710
2010,None,Household interest income,27,Total ($Billions),1193
2010,None,Household dividend income,28,Total ($Billions),517
2010,None,Household current transfer receipts,29,Total ($Billions),2367
2010,None,Government social benefits,30,Total ($Billions),2260
2010,None,Household current transfer receipts from business (net),31,Total ($Billions),28
2010,None,Household current transfer receipts from nonprofit institutions,32,Total ($Billions),79
2010,None,"Contributions for government social insurance, domestic",33,Total ($Billions),984
2010,None,Household income,22,Total ($Billions),12554
2010,None,Personal income,1,Total ($Billions),12557
2010,None,Taxes,12,Total ($Billions),1238
2010,None,Disposable personal income,13,Total ($Billions),11319
2010,None,Unweighted Observations,N/A,Total,75148
2010,None,Weighted Observations,N/A,Total,118682264
2010,Equivalized Personal Income,Compensation of employees,23,0-10%,0.0095
2010,Equivalized Personal Income,Proprietors' income with inventory valuation,24,0-10%,-0.0009
2010,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,0-10%,0.0142
2010,Equivalized Personal Income,Household income receipts on assets,26,0-10%,0.006
2010,Equivalized Personal Income,Household interest income,27,0-10%,0.0072
2010,Equivalized Personal Income,Household dividend income,28,0-10%,0.0034
2010,Equivalized Personal Income,Household current transfer receipts,29,0-10%,0.063
2010,Equivalized Personal Income,Government social benefits,30,0-10%,0.0606
2010,Equivalized Personal Income,Household current transfer receipts from business (net),31,0-10%,0.0178
2010,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,0-10%,0.1466
2010,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,0-10%,0.0094
2010,Equivalized Personal Income,Household income,22,0-10%,0.0184
2010,Equivalized Personal Income,Personal income,1,0-10%,0.0175
2010,Equivalized Personal Income,Taxes,12,0-10%,0.0018
2010,Equivalized Personal Income,Disposable personal income,13,0-10%,0.0193
2010,Equivalized Personal Income,Compensation of employees,23,10-20%,0.0261
2010,Equivalized Personal Income,Proprietors' income with inventory valuation,24,10-20%,0.0039
2010,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,10-20%,0.0339
2010,Equivalized Personal Income,Household income receipts on assets,26,10-20%,0.0092
2010,Equivalized Personal Income,Household interest income,27,10-20%,0.0107
2010,Equivalized Personal Income,Household dividend income,28,10-20%,0.0057
2010,Equivalized Personal Income,Household current transfer receipts,29,10-20%,0.1062
2010,Equivalized Personal Income,Government social benefits,30,10-20%,0.1075
2010,Equivalized Personal Income,Household current transfer receipts from business (net),31,10-20%,0.0367
2010,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,10-20%,0.0956
2010,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,10-20%,0.0272
2010,Equivalized Personal Income,Household income,22,10-20%,0.0371
2010,Equivalized Personal Income,Personal income,1,10-20%,0.0367
2010,Equivalized Personal Income,Taxes,12,10-20%,0.0069
2010,Equivalized Personal Income,Disposable personal income,13,10-20%,0.04
2010,Equivalized Personal Income,Compensation of employees,23,20-30%,0.0345
2010,Equivalized Personal Income,Proprietors' income with inventory valuation,24,20-30%,0.0058
2010,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,20-30%,0.0485
2010,Equivalized Personal Income,Household income receipts on assets,26,20-30%,0.0127
2010,Equivalized Personal Income,Household interest income,27,20-30%,0.0146
2010,Equivalized Personal Income,Household dividend income,28,20-30%,0.0085
2010,Equivalized Personal Income,Household current transfer receipts,29,20-30%,0.1203
2010,Equivalized Personal Income,Government social benefits,30,20-30%,0.1232
2010,Equivalized Personal Income,Household current transfer receipts from business (net),31,20-30%,0.0452
2010,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,20-30%,0.064
2010,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,20-30%,0.0352
2010,Equivalized Personal Income,Household income,22,20-30%,0.0456
2010,Equivalized Personal Income,Personal income,1,20-30%,0.0455
2010,Equivalized Personal Income,Taxes,12,20-30%,0.0114
2010,Equivalized Personal Income,Disposable personal income,13,20-30%,0.0492
2010,Equivalized Personal Income,Compensation of employees,23,30-40%,0.0455
2010,Equivalized Personal Income,Proprietors' income with inventory valuation,24,30-40%,0.0117
2010,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,30-40%,0.0575
2010,Equivalized Personal Income,Household income receipts on assets,26,30-40%,0.0197
2010,Equivalized Personal Income,Household interest income,27,30-40%,0.0221
2010,Equivalized Personal Income,Household dividend income,28,30-40%,0.0141
2010,Equivalized Personal Income,Household current transfer receipts,29,30-40%,0.129
2010,Equivalized Personal Income,Government social benefits,30,30-40%,0.1325
2010,Equivalized Personal Income,Household current transfer receipts from business (net),31,30-40%,0.0548
2010,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,30-40%,0.054
2010,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,30-40%,0.0459
2010,Equivalized Personal Income,Household income,22,30-40%,0.0551
2010,Equivalized Personal Income,Personal income,1,30-40%,0.0551
2010,Equivalized Personal Income,Taxes,12,30-40%,0.0179
2010,Equivalized Personal Income,Disposable personal income,13,30-40%,0.0592
2010,Equivalized Personal Income,Compensation of employees,23,40-50%,0.0617
2010,Equivalized Personal Income,Proprietors' income with inventory valuation,24,40-50%,0.0165
2010,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,40-50%,0.0724
2010,Equivalized Personal Income,Household income receipts on assets,26,40-50%,0.031
2010,Equivalized Personal Income,Household interest income,27,40-50%,0.0341
2010,Equivalized Personal Income,Household dividend income,28,40-50%,0.0241
2010,Equivalized Personal Income,Household current transfer receipts,29,40-50%,0.1251
2010,Equivalized Personal Income,Government social benefits,30,40-50%,0.1277
2010,Equivalized Personal Income,Household current transfer receipts from business (net),31,40-50%,0.0656
2010,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,40-50%,0.0733
2010,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,40-50%,0.0625
2010,Equivalized Personal Income,Household income,22,40-50%,0.0658
2010,Equivalized Personal Income,Personal income,1,40-50%,0.0658
2010,Equivalized Personal Income,Taxes,12,40-50%,0.0283
2010,Equivalized Personal Income,Disposable personal income,13,40-50%,0.0699
2010,Equivalized Personal Income,Compensation of employees,23,50-60%,0.0824
2010,Equivalized Personal Income,Proprietors' income with inventory valuation,24,50-60%,0.0271
2010,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,50-60%,0.0847
2010,Equivalized Personal Income,Household income receipts on assets,26,50-60%,0.047
2010,Equivalized Personal Income,Household interest income,27,50-60%,0.0501
2010,Equivalized Personal Income,Household dividend income,28,50-60%,0.0397
2010,Equivalized Personal Income,Household current transfer receipts,29,50-60%,0.1133
2010,Equivalized Personal Income,Government social benefits,30,50-60%,0.1152
2010,Equivalized Personal Income,Household current transfer receipts from business (net),31,50-60%,0.0784
2010,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,50-60%,0.0728
2010,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,50-60%,0.0834
2010,Equivalized Personal Income,Household income,22,50-60%,0.0785
2010,Equivalized Personal Income,Personal income,1,50-60%,0.0786
2010,Equivalized Personal Income,Taxes,12,50-60%,0.0445
2010,Equivalized Personal Income,Disposable personal income,13,50-60%,0.0823
2010,Equivalized Personal Income,Compensation of employees,23,60-70%,0.1078
2010,Equivalized Personal Income,Proprietors' income with inventory valuation,24,60-70%,0.0392
2010,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,60-70%,0.0991
2010,Equivalized Personal Income,Household income receipts on assets,26,60-70%,0.0666
2010,Equivalized Personal Income,Household interest income,27,60-70%,0.0711
2010,Equivalized Personal Income,Household dividend income,28,60-70%,0.0561
2010,Equivalized Personal Income,Household current transfer receipts,29,60-70%,0.0984
2010,Equivalized Personal Income,Government social benefits,30,60-70%,0.0983
2010,Equivalized Personal Income,Household current transfer receipts from business (net),31,60-70%,0.0938
2010,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,60-70%,0.1005
2010,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,60-70%,0.1106
2010,Equivalized Personal Income,Household income,22,60-70%,0.0938
2010,Equivalized Personal Income,Personal income,1,60-70%,0.0938
2010,Equivalized Personal Income,Taxes,12,60-70%,0.068
2010,Equivalized Personal Income,Disposable personal income,13,60-70%,0.0966
2010,Equivalized Personal Income,Compensation of employees,23,70-80%,0.1419
2010,Equivalized Personal Income,Proprietors' income with inventory valuation,24,70-80%,0.0573
2010,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,70-80%,0.1176
2010,Equivalized Personal Income,Household income receipts on assets,26,70-80%,0.0906
2010,Equivalized Personal Income,Household interest income,27,70-80%,0.0951
2010,Equivalized Personal Income,Household dividend income,28,70-80%,0.08
2010,Equivalized Personal Income,Household current transfer receipts,29,70-80%,0.085
2010,Equivalized Personal Income,Government social benefits,30,70-80%,0.0838
2010,Equivalized Personal Income,Household current transfer receipts from business (net),31,70-80%,0.1157
2010,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,70-80%,0.1102
2010,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,70-80%,0.1465
2010,Equivalized Personal Income,Household income,22,70-80%,0.1156
2010,Equivalized Personal Income,Personal income,1,70-80%,0.1156
2010,Equivalized Personal Income,Taxes,12,70-80%,0.1032
2010,Equivalized Personal Income,Disposable personal income,13,70-80%,0.1169
2010,Equivalized Personal Income,Compensation of employees,23,80-90%,0.1826
2010,Equivalized Personal Income,Proprietors' income with inventory valuation,24,80-90%,0.0954
2010,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,80-90%,0.1411
2010,Equivalized Personal Income,Household income receipts on assets,26,80-90%,0.1424
2010,Equivalized Personal Income,Household interest income,27,80-90%,0.1472
2010,Equivalized Personal Income,Household dividend income,28,80-90%,0.1312
2010,Equivalized Personal Income,Household current transfer receipts,29,80-90%,0.0752
2010,Equivalized Personal Income,Government social benefits,30,80-90%,0.0736
2010,Equivalized Personal Income,Household current transfer receipts from business (net),31,80-90%,0.1475
2010,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,80-90%,0.0956
2010,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,80-90%,0.1893
2010,Equivalized Personal Income,Household income,22,80-90%,0.1472
2010,Equivalized Personal Income,Personal income,1,80-90%,0.1475
2010,Equivalized Personal Income,Taxes,12,80-90%,0.1607
2010,Equivalized Personal Income,Disposable personal income,13,80-90%,0.1461
2010,Equivalized Personal Income,Compensation of employees,23,90-100%,0.308
2010,Equivalized Personal Income,Proprietors' income with inventory valuation,24,90-100%,0.7441
2010,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,90-100%,0.331
2010,Equivalized Personal Income,Household income receipts on assets,26,90-100%,0.5749
2010,Equivalized Personal Income,Household interest income,27,90-100%,0.5479
2010,Equivalized Personal Income,Household dividend income,28,90-100%,0.6373
2010,Equivalized Personal Income,Household current transfer receipts,29,90-100%,0.0845
2010,Equivalized Personal Income,Government social benefits,30,90-100%,0.0776
2010,Equivalized Personal Income,Household current transfer receipts from business (net),31,90-100%,0.3446
2010,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,90-100%,0.1873
2010,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,90-100%,0.2901
2010,Equivalized Personal Income,Household income,22,90-100%,0.3429
2010,Equivalized Personal Income,Personal income,1,90-100%,0.3439
2010,Equivalized Personal Income,Taxes,12,90-100%,0.5575
2010,Equivalized Personal Income,Disposable personal income,13,90-100%,0.3205
2010,Equivalized Disposable Personal Income,Compensation of employees,23,0-10%,0.01
2010,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,0-10%,-0.0011
2010,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,0-10%,0.0141
2010,Equivalized Disposable Personal Income,Household income receipts on assets,26,0-10%,0.0063
2010,Equivalized Disposable Personal Income,Household interest income,27,0-10%,0.0076
2010,Equivalized Disposable Personal Income,Household dividend income,28,0-10%,0.0034
2010,Equivalized Disposable Personal Income,Household current transfer receipts,29,0-10%,0.0608
2010,Equivalized Disposable Personal Income,Government social benefits,30,0-10%,0.0583
2010,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,0-10%,0.0177
2010,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,0-10%,0.148
2010,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,0-10%,0.0098
2010,Equivalized Disposable Personal Income,Household income,22,0-10%,0.0182
2010,Equivalized Disposable Personal Income,Personal income,1,0-10%,0.0174
2010,Equivalized Disposable Personal Income,Taxes,12,0-10%,0.0022
2010,Equivalized Disposable Personal Income,Disposable personal income,13,0-10%,0.0191
2010,Equivalized Disposable Personal Income,Compensation of employees,23,10-20%,0.028
2010,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,10-20%,0.0037
2010,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,10-20%,0.0345
2010,Equivalized Disposable Personal Income,Household income receipts on assets,26,10-20%,0.0096
2010,Equivalized Disposable Personal Income,Household interest income,27,10-20%,0.0112
2010,Equivalized Disposable Personal Income,Household dividend income,28,10-20%,0.0058
2010,Equivalized Disposable Personal Income,Household current transfer receipts,29,10-20%,0.1012
2010,Equivalized Disposable Personal Income,Government social benefits,30,10-20%,0.102
2010,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,10-20%,0.0369
2010,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,10-20%,0.1017
2010,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,10-20%,0.0293
2010,Equivalized Disposable Personal Income,Household income,22,10-20%,0.0373
